0.0003,-1.5
0.0008,-1.5
0.0016,-1.5
0.0029,-1.5
0.0045,-1.5
0.0066,-1.5
0.0092,-1.5
0.0124,-1.5
0.0158,-1.5
0.0197,-1.5
0.0242,-1.5
0.0292,-1.5
0.0346,-1.5
0.0406,-1.5
0.0469,-1.5
0.0539,-1.5001
0.0611,-1.5001
0.0689,-1.5001
0.0772,-1.5001
0.0857,-1.5002
0.095,-1.5002
0.1045,-1.5002
0.1147,-1.5003
0.1252,-1.5003
0.1362,-1.5004
0.1479,-1.5005
0.1598,-1.5005
0.1722,-1.5006
0.185,-1.5007
0.1984,-1.5008
0.2122,-1.501
0.2264,-1.5011
0.2411,-1.5013
0.2565,-1.5014
0.272,-1.5016
0.288,-1.5018
0.3047,-1.502
0.3218,-1.5023
0.3391,-1.5025
0.357,-1.5028
0.3756,-1.5031
0.3943,-1.5035
0.4136,-1.5038
0.4333,-1.5042
0.4534,-1.5046
0.4741,-1.5051
0.4951,-1.5056
0.5165,-1.5061
0.5385,-1.5067
0.561,-1.5073
0.5838,-1.5079
0.6069,-1.5086
0.6306,-1.5093
0.6547,-1.5101
0.6792,-1.5109
0.7041,-1.5118
0.7295,-1.5127
0.7553,-1.5137
0.7816,-1.5148
0.8081,-1.5159
0.8352,-1.5171
0.8625,-1.5183
0.8903,-1.5196
0.9186,-1.521
0.9471,-1.5225
0.976,-1.524
1.0054,-1.5257
1.0351,-1.5274
1.0652,-1.5293
1.0955,-1.5312
1.1265,-1.5332
1.1576,-1.5354
1.1889,-1.5376
1.2207,-1.54
1.2528,-1.5425
1.2853,-1.5451
1.318,-1.5478
1.351,-1.5507
1.3842,-1.5537
1.4177,-1.5569
1.4515,-1.5603
1.4854,-1.5638
1.5195,-1.5674
1.5539,-1.5713
1.5883,-1.5753
1.6229,-1.5795
1.6577,-1.5839
1.6916,-1.5884
1.7248,-1.593
1.7573,-1.5977
1.789,-1.6025
1.82,-1.6073
1.8502,-1.6123
1.8795,-1.6172
1.908,-1.6223
1.9358,-1.6274
1.9626,-1.6325
1.9886,-1.6377
2.0136,-1.6429
2.0379,-1.6481
2.0613,-1.6533
2.0837,-1.6585
2.1051,-1.6637
2.1256,-1.6689
2.1451,-1.674
2.1637,-1.679
2.1812,-1.684
2.1977,-1.6889
2.2131,-1.6936
2.2274,-1.6982
