0.0001,1.5
0.0005,1.5
0.0013,1.5
0.0026,1.5
0.0043,1.5
0.0066,1.5
0.0093,1.5
0.0126,1.5
0.0164,1.5
0.0205,1.5
0.0254,1.5
0.0306,1.5
0.0363,1.5
0.0426,1.5
0.0494,1.5
0.0566,1.5
0.0643,1.5
0.0726,1.5
0.0813,1.5
0.0906,1.5
0.1004,1.5
0.1106,1.5
0.1214,1.5
0.1325,1.5
0.1443,1.5
0.1566,1.5
0.1694,1.5
0.1826,1.5
0.1963,1.5
0.2105,1.5
0.2253,1.5
0.2406,1.5
0.2563,1.5
0.2726,1.5
0.2894,1.5
0.3066,1.5
0.3244,1.5
0.3426,1.5
0.3614,1.5
0.3806,1.5
0.4004,1.5
0.4205,1.5
0.4414,1.5
0.4626,1.5
0.4843,1.5
0.5066,1.5
0.5293,1.5
0.5526,1.5
0.5763,1.5
0.6006,1.5
0.6253,1.5
0.6506,1.5
0.6763,1.5
0.7026,1.5
0.7294,1.5
0.7566,1.5
0.7843,1.5
0.8126,1.5
0.8413,1.5
0.8705,1.5
0.9004,1.5
0.9306,1.5
0.9613,1.5
0.9925,1.5
1.0243,1.5
1.0566,1.5
1.0894,1.5
1.1226,1.5
1.1563,1.5
1.1906,1.5
1.2253,1.5
1.2606,1.5
1.2963,1.5
1.3325,1.5
1.3693,1.5
1.4066,1.5
1.4443,1.5
1.4825,1.5
1.5214,1.5
1.5606,1.5
1.6003,1.5
1.6406,1.5
1.6813,1.5
1.7225,1.5
1.7643,1.5
1.8066,1.5
1.8493,1.5
1.8925,1.5
1.9363,1.5
1.9805,1.5
2.0253,1.5
2.0705,1.5
2.1163,1.5
2.1626,1.5
2.2093,1.5
2.2565,1.5
2.3043,1.5
2.3525,1.5
2.4013,1.5
2.4506,1.5
2.5003,1.5
2.5505,1.5
2.6013,1.5
2.6526,1.5
2.7043,1.5
2.7565,1.5
2.8093,1.5
2.8626,1.5
2.9163,1.5
2.9705,1.5
3.0253,1.5
3.0805,1.5
3.1363,1.5
3.1926,1.5
3.2493,1.5
3.3066,1.5
3.3643,1.5
3.4225,1.5
3.4813,1.5
3.5406,1.5
3.6003,1.5
3.6605,1.5
3.7213,1.5
3.7825,1.5
3.8443,1.5
3.9065,1.5
3.9693,1.5
4.0325,1.5
4.0963,1.5
4.1605,1.5
4.2253,1.5
4.2906,1.5
4.3563,1.5
4.4219,1.5
4.487,1.5
4.5515,1.5
4.6157,1.5
4.6793,1.5
4.7424,1.5
4.805,1.5
4.8671,1.5
4.9286,1.5
4.9898,1.5
5.0504,1.5
5.1105,1.5
5.1701,1.5
5.2291,1.5
5.2878,1.5
5.3459,1.5
5.4035,1.5
5.4606,1.5
5.5172,1.5
5.5733,1.5
5.6289,1.5
5.684,1.5
5.7385,1.5
5.7926,1.5
5.8463,1.5
5.8993,1.5
5.952,1.5
6.0041,1.5
6.0557,1.5
6.1068,1.5
6.1573,1.5
6.2074,1.5
6.257,1.5
6.3062,1.5
6.3547,1.5
6.4029,1.5
6.4504,1.5
6.4976,1.5
6.5441,1.5
6.5902,1.5
6.6358,1.5
6.6809,1.5
6.7255,1.5
6.7696,1.5
6.8132,1.5
6.8563,1.5
6.899,1.5
6.9411,1.5
6.9826,1.5
7.0237,1.5
7.0643,1.5
7.1044,1.5
7.144,1.5
7.1831,1.5
7.2217,1.5
7.2598,1.5
7.2973,1.5
7.3345,1.5
7.3711,1.5
7.4071,1.5
7.4428,1.5
7.4779,1.5
7.5125,1.5
7.5466,1.5
7.5801,1.5
7.6133,1.5
7.6459,1.5
7.678,1.5
7.7096,1.5
7.7406,1.5
7.7712,1.5
7.8014,1.5
7.831,1.5
7.8601,1.5
7.8886,1.5
7.9168,1.5
7.9443,1.5
7.9715,1.5
7.998,1.5
8.0242,1.5
8.0497,1.5
8.0749,1.5
8.0994,1.5
8.1235,1.5
8.1472,1.5
8.1702,1.5
8.1928,1.5
8.215,1.5
8.2365,1.5
8.2576,1.5
8.2782,1.5
8.2984,1.5
8.3179,1.5
8.337,1.5
8.3557,1.5
8.3737,1.5
8.3913,1.5
8.4085,1.5
8.4251,1.5
8.4412,1.5
8.4566,1.5
8.4717,1.5
8.4864,1.5
8.5005,1.5
8.5141,1.5
8.5271,1.5
8.5397,1.5
8.5519,1.5
8.5635,1.5
8.5746,1.5
8.5852,1.5
8.5953,1.5
8.6049,1.5
8.6139,1.5
8.6225,1.5
8.6306,1.5
8.6382,1.5
8.6453,1.5
8.652,1.5
8.658,1.5
8.6637,1.5
8.6688,1.5
8.6733,1.5
8.6775,1.5
8.6811,1.5
8.6841,1.5
8.6868,1.5
8.6888,1.5
8.6904,1.5
8.6915,1.5
8.6922,1.5
