0,0,50
0.0073,0.1465,50
0.0298,0.45,50
0.0685,0.7731,50
0.1232,1.0966,50
0.1942,1.4187,50
0.2812,1.7414,50
0.3844,2.063,50
0.5035,2.3834,50
0.6386,2.7016,50
0.7895,3.0186,50
0.9562,3.3336,50
1.1386,3.6459,50
1.3363,3.9561,50
1.5495,4.2629,50
1.7778,4.5681,50
2.0214,4.8709,50
2.28,5.174,50
2.5539,5.4768,50
2.8401,5.7258,50
3.1283,5.7626,50
3.4157,5.7473,50
3.7015,5.7154,50
3.9849,5.6684,50
4.2652,5.6071,50
4.5418,5.5319,50
4.8142,5.4468,50
5.0818,5.353,50
5.3446,5.2558,50
5.6025,5.1577,50
5.8557,5.0638,50
6.1046,4.9767,50
6.3495,4.9006,50
6.5913,4.8352,50
6.8305,4.7838,50
7.0678,4.7458,50
7.3038,4.7203,50
7.5391,4.7051,50
7.7741,4.7008,50
8.0093,4.7039,50
8.245,4.715,50
8.4817,4.7323,50
8.7196,4.759,50
8.9593,4.794,50
9.2014,4.843,50
9.4468,4.9059,50
9.6963,4.9886,50
9.9508,5.0933,50
10.212,5.2212,50
10.4806,5.3744,50
10.7572,5.5302,50
11.0415,5.6859,50
11.3335,5.8419,50
11.6337,6.0021,50
11.942,6.1687,50
12.2549,6.2575,50
12.5565,6.0308,50
12.8679,6.2298,50
13.1927,6.495,50
13.5307,6.7598,50
13.8819,7.0241,50
14.2463,7.288,50
14.6239,7.5515,50
15.0146,7.8145,50
15.4056,7.8208,50
15.7839,7.565,50
16.1491,7.303,50
16.5011,7.0406,50
16.8399,6.7781,50
17.1657,6.5154,50
17.4784,6.2527,50
17.7779,5.9898,50
18.0643,5.7271,50
18.3375,5.4644,50
18.5975,5.2018,50
18.8446,4.9391,50
19.0784,4.6767,50
19.2991,4.4143,50
19.5067,4.1521,50
19.7012,3.8899,50
19.8826,3.628,50
20.0509,3.366,50
20.2061,3.1044,50
20.3483,2.8426,50
20.4773,2.5811,50
20.5934,2.3195,50
20.6962,2.0582,50
20.7861,1.797,50
20.8629,1.5358,50
20.9266,1.2747,50
20.9774,1.0134,50
21.0149,0.7524,50
21.0395,0.4915,50
21.0511,0.2284,50
