0.0003,1.5
0.0009,1.5
0.0017,1.5
0.0032,1.5
0.005,1.5
0.0073,1.5
0.0102,1.5
0.0137,1.5
0.0176,1.5
0.022,1.5
0.0269,1.5
0.0325,1.5
0.0386,1.5
0.0454,1.5
0.0524,1.4999
0.0602,1.4999
0.0684,1.4999
0.0771,1.4999
0.0865,1.4999
0.096,1.4998
0.1065,1.4998
0.1172,1.4997
0.1288,1.4997
0.1406,1.4996
0.153,1.4996
0.1662,1.4995
0.1797,1.4994
0.1938,1.4993
0.2084,1.4992
0.2235,1.499
0.2392,1.4989
0.2553,1.4988
0.2721,1.4986
0.2896,1.4984
0.3074,1.4982
0.3256,1.4979
0.3447,1.4977
0.3643,1.4974
0.3841,1.4971
0.4046,1.4968
0.426,1.4964
0.4475,1.4961
0.4698,1.4956
0.4926,1.4952
0.5158,1.4947
0.5398,1.4942
0.5642,1.4936
0.5891,1.493
0.6146,1.4924
0.6409,1.4917
0.6676,1.4909
0.6947,1.4901
0.7225,1.4893
0.751,1.4884
0.7798,1.4874
0.8093,1.4864
0.8394,1.4853
0.8702,1.4841
0.9015,1.4828
0.9333,1.4815
0.9658,1.4801
0.9987,1.4786
1.0324,1.477
1.0667,1.4753
1.1015,1.4735
1.1369,1.4716
1.173,1.4696
1.2096,1.4675
1.2469,1.4652
1.2847,1.4628
1.3235,1.4603
1.3627,1.4576
1.4024,1.4548
1.4429,1.4518
1.484,1.4486
1.526,1.4452
1.5686,1.4417
1.6118,1.4379
1.6557,1.4339
1.7004,1.4297
1.7458,1.4253
1.7919,1.4205
1.8388,1.4155
1.8864,1.4102
1.9348,1.4046
1.9841,1.3987
2.0343,1.3923
2.0843,1.3858
2.134,1.3789
2.1834,1.3719
2.2326,1.3645
2.2816,1.357
2.3303,1.3491
2.3785,1.341
2.4266,1.3326
2.4746,1.3238
2.5222,1.3148
2.5696,1.3055
2.6166,1.2959
2.6636,1.286
2.7104,1.2756
2.7571,1.2649
2.8034,1.2539
2.8497,1.2424
2.8958,1.2306
2.9418,1.2183
2.9876,1.2056
3.0335,1.1924
3.0791,1.1787
3.1246,1.1645
3.1703,1.1498
3.2157,1.1344
3.2612,1.1185
3.3066,1.102
3.352,1.0848
3.3975,1.0669
3.4428,1.0483
3.4883,1.0288
3.5338,1.0086
3.5792,0.9875
3.6248,0.9655
3.6704,0.9425
3.7159,0.9185
3.7615,0.8934
3.8071,0.8672
3.8526,0.8398
3.8981,0.8112
3.9433,0.7814
3.9885,0.7503
4.0334,0.7178
4.078,0.6839
4.1222,0.6487
4.1661,0.6119
4.2092,0.5739
4.2517,0.5344
4.2936,0.4934
4.3347,0.451
4.3749,0.4071
4.4143,0.3616
4.4526,0.3146
4.4899,0.2661
4.5261,0.2161
4.5609,0.1646
4.5944,0.1117
4.6264,0.0574
4.6569,0.0018
4.6857,-0.0551
4.7129,-0.1132
4.7381,-0.1722
4.7615,-0.2323
4.783,-0.2933
4.8025,-0.3551
4.82,-0.4176
4.8353,-0.4804
4.8485,-0.5437
4.8596,-0.6073
4.8687,-0.6711
4.8756,-0.7349
4.8804,-0.7985
4.8831,-0.8618
4.8839,-0.925
4.8827,-0.9877
4.8796,-1.0499
4.8746,-1.1116
4.8679,-1.1724
4.8595,-1.2327
4.8494,-1.2922
4.8377,-1.3508
4.8246,-1.4087
4.81,-1.4658
4.7941,-1.5219
4.7768,-1.5772
4.7584,-1.6315
4.7389,-1.6849
4.7183,-1.7373
4.6967,-1.7886
4.6743,-1.8389
4.651,-1.8882
4.6271,-1.9364
4.6024,-1.9836
4.5772,-2.0298
4.5513,-2.0751
4.5249,-2.1195
4.498,-2.1631
4.4707,-2.2057
4.4429,-2.2476
4.4148,-2.2887
4.3862,-2.3292
4.3572,-2.369
4.328,-2.4081
4.2983,-2.4467
4.2684,-2.4847
4.238,-2.5222
4.2074,-2.5592
4.1765,-2.5958
4.1452,-2.632
4.1136,-2.6678
4.0818,-2.7031
4.0496,-2.7382
4.0172,-2.773
3.9844,-2.8075
3.9512,-2.8417
3.9178,-2.8758
